event_timestamp,channel,messagetype,eventID,process_group,marketRoleCode,event_count
2024-12-31T00:00:00.000Z,B2B,F01,DH-111-1,DH-100,DDQ,1593
2024-12-31T00:00:00.000Z,B2B,F02,DH-131-1,DH-100,DDQ,892
2024-12-31T00:00:00.000Z,B2B,F03,DH-132-1,DH-100,DDQ,26946
2024-12-31T00:00:00.000Z,B2B,F04,DH-311-1,DH-300,DDQ,2231
2024-12-31T00:00:00.000Z,B2B,F04,DH-321-1,DH-300,DDQ,2169
2024-12-31T00:00:00.000Z,B2B,F06,DH-331-1,DH-300,DDQ,40
2024-12-31T00:00:00.000Z,B2B,F12,DH-721-1,DH-700,DDQ,2
2024-12-31T00:00:00.000Z,B2B,MSG.PRC,MSG.PRC,Other B2B events,DDQ,35
2024-12-31T00:00:00.000Z,B2B,E58,DH-122-1,DH-100,DSO,643
2024-12-31T00:00:00.000Z,B2B,E66,DH-211,DH-200,DSO,7939
2024-12-31T00:00:00.000Z,B2B,F01,DH-112-1,DH-100,DSO,1874
2024-12-31T00:00:00.000Z,B2B,F03,DH-134-1,DH-100,DSO,810
2024-12-31T00:00:00.000Z,B2B,F04,DH-312-1,DH-300,DSO,489
2024-12-31T00:00:00.000Z,B2B,F04,DH-322-1,DH-300,DSO,1647
2024-12-31T00:00:00.000Z,B2B,F06,DH-333-1,DH-300,DSO,39
2024-12-31T00:00:00.000Z,B2B,F09,DH-412-1,DH-400,DSO,25
2024-12-31T00:00:00.000Z,B2B,F09,DH-422-1,DH-400,DSO,1
2024-12-31T00:00:00.000Z,B2B,F02,DH-131-1,DH-100,THP,12
2024-12-31T00:00:00.000Z,B2B,F03,DH-135-1,DH-100,THP,2
2024-12-31T00:00:00.000Z,B2B,F08,DH-22x,Other B2B events,THP,654
2024-12-31T00:00:00.000Z,B2B,F15,DH-812,DH-800,THP,21
2024-12-31T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve AccountingPoints,Customer Access Portal,CAP,45
2024-12-31T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve Agreement Mutations,Customer Access Portal,CAP,3
2024-12-31T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve Agreements,Customer Access Portal,CAP,23
2024-12-31T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve Configuration Parameters,Customer Access Portal,CAP,24
2024-12-31T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve Customer Mutations,Customer Access Portal,CAP,3
2024-12-31T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve Customers,Customer Access Portal,CAP,25
2024-12-31T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve Organisations,Customer Access Portal,CAP,11
2024-12-31T00:00:00.000Z,CAP,CustomerAccessRequest,RetrieveAuthorisationData,Customer Access Portal,CAP,12
2024-12-31T00:00:00.000Z,CAP,CustomerAccessRequest,RetrieveTimeSeriesData,Customer Access Portal,CAP,39
2024-12-31T00:00:00.000Z,DIF,GetCustomerData,DH-1005,DH-1000,DDQ,3
2024-12-31T00:00:00.000Z,DIF,GetTimeseriesData,DH-1002,Other DIF events,DDQ,2633
2024-12-31T00:00:00.000Z,DIF,GetAccountingPointData,DH-1000,DH-1000,DSO,13
2024-12-31T00:00:00.000Z,DIF,GetCustomerData,DH-1005,DH-1000,DSO,22
2024-12-31T00:00:00.000Z,DIF,GetTimeseriesData,DH-1002,Other DIF events,DSO,541
2024-12-31T00:00:00.000Z,DIF,GetAccountingPointData,DH-1000,DH-1000,THP,276
2024-12-31T00:00:00.000Z,DIF,GetAuthorisationData,DH-1003,DH-1000,THP,49
2024-12-31T00:00:00.000Z,DIF,GetCustomerData,DH-1005,DH-1000,THP,514
2024-12-31T00:00:00.000Z,DIF,GetTimeseriesData,DH-1002,Other DIF events,THP,2221
2025-01-01T00:00:00.000Z,B2B,F01,DH-111-1,DH-100,DDQ,3180
2025-01-01T00:00:00.000Z,B2B,F02,DH-131-1,DH-100,DDQ,25304
2025-01-01T00:00:00.000Z,B2B,F03,DH-132-1,DH-100,DDQ,41814
2025-01-01T00:00:00.000Z,B2B,F03,DH-133-1,DH-100,DDQ,1
2025-01-01T00:00:00.000Z,B2B,F04,DH-311-1,DH-300,DDQ,1409
2025-01-01T00:00:00.000Z,B2B,F04,DH-321-1,DH-300,DDQ,5196
2025-01-01T00:00:00.000Z,B2B,F06,DH-331-1,DH-300,DDQ,234
2025-01-01T00:00:00.000Z,B2B,F06,DH-332-1,DH-300,DDQ,7
2025-01-01T00:00:00.000Z,B2B,F06,DH-351-1,DH-300,DDQ,5
2025-01-01T00:00:00.000Z,B2B,F08,DH-22x,Other B2B events,DDQ,1361
2025-01-01T00:00:00.000Z,B2B,F09,DH-421-1,DH-400,DDQ,126
2025-01-01T00:00:00.000Z,B2B,F09,DH-424-1,DH-400,DDQ,2
2025-01-01T00:00:00.000Z,B2B,F12,DH-721-1,DH-700,DDQ,54
2025-01-01T00:00:00.000Z,B2B,F18,DH-341-1,DH-300,DDQ,6
2025-01-01T00:00:00.000Z,B2B,MSG.PRC,MSG.PRC,Other B2B events,DDQ,19
2025-01-01T00:00:00.000Z,B2B,MSG.UNK,MSG.UNK,Other B2B events,DDQ,29
2025-01-01T00:00:00.000Z,B2B,E58,DH-121,DH-100,DSO,1
2025-01-01T00:00:00.000Z,B2B,E58,DH-122-1,DH-100,DSO,2372
2025-01-01T00:00:00.000Z,B2B,E58,DH-125-1,DH-100,DSO,158
2025-01-01T00:00:00.000Z,B2B,E58,DH-126-1,DH-100,DSO,1
2025-01-01T00:00:00.000Z,B2B,E66,DH-211,DH-200,DSO,41666
2025-01-01T00:00:00.000Z,B2B,F01,DH-112-1,DH-100,DSO,1001
2025-01-01T00:00:00.000Z,B2B,F03,DH-134-1,DH-100,DSO,99
2025-01-01T00:00:00.000Z,B2B,F04,DH-312-1,DH-300,DSO,742
2025-01-01T00:00:00.000Z,B2B,F04,DH-322-1,DH-300,DSO,2359
2025-01-01T00:00:00.000Z,B2B,F06,DH-333-1,DH-300,DSO,221
2025-01-01T00:00:00.000Z,B2B,F06,DH-352-1,DH-300,DSO,4
2025-01-01T00:00:00.000Z,B2B,F08,DH-22x,Other B2B events,DSO,54
2025-01-01T00:00:00.000Z,B2B,F09,DH-412-1,DH-400,DSO,509
2025-01-01T00:00:00.000Z,B2B,F09,DH-413-1,DH-400,DSO,1
2025-01-01T00:00:00.000Z,B2B,F09,DH-422-1,DH-400,DSO,1528
2025-01-01T00:00:00.000Z,B2B,F09,DH-423-1,DH-400,DSO,1
2025-01-01T00:00:00.000Z,B2B,F10,DH-522,DH-500,DSO,1
2025-01-01T00:00:00.000Z,B2B,F18,DH-342-1,DH-300,DSO,5
2025-01-01T00:00:00.000Z,B2B,MSG.PRC,MSG.PRC,Other B2B events,DSO,1
2025-01-01T00:00:00.000Z,B2B,F02,DH-131-1,DH-100,THP,118
2025-01-01T00:00:00.000Z,B2B,F02,DH-22x,Other B2B events,THP,512
2025-01-01T00:00:00.000Z,B2B,F02,DH-812,DH-800,THP,951
2025-01-01T00:00:00.000Z,B2B,F03,DH-135-1,DH-100,THP,390
2025-01-01T00:00:00.000Z,B2B,F08,DH-22x,Other B2B events,THP,773
2025-01-01T00:00:00.000Z,B2B,F08,DH-812,DH-800,THP,66
2025-01-01T00:00:00.000Z,B2B,F15,DH-812,DH-800,THP,201
2025-01-01T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve AccountingPoints,Customer Access Portal,CAP,5136
2025-01-01T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve Agreement Mutations,Customer Access Portal,CAP,154
2025-01-01T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve Agreements,Customer Access Portal,CAP,3240
2025-01-01T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve Authorisation Mutations,Customer Access Portal,CAP,3
2025-01-01T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve Configuration Parameters,Customer Access Portal,CAP,2856
2025-01-01T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve Customer Mutations,Customer Access Portal,CAP,79
2025-01-01T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve Customers,Customer Access Portal,CAP,3199
2025-01-01T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve Organisations,Customer Access Portal,CAP,1654
2025-01-01T00:00:00.000Z,CAP,CustomerAccessRequest,RetrieveAuthorisationData,Customer Access Portal,CAP,1717
2025-01-01T00:00:00.000Z,CAP,CustomerAccessRequest,RetrieveTimeSeriesData,Customer Access Portal,CAP,6843
2025-01-01T00:00:00.000Z,CAP,F15,CAP.AUT.CRE.CUS,Customer Access Portal,CAP,180
2025-01-01T00:00:00.000Z,DIF,GetAccountingPointData,DH-1000,DH-1000,DDQ,1514
2025-01-01T00:00:00.000Z,DIF,GetContractData,DH-1001,DH-1000,DDQ,231
2025-01-01T00:00:00.000Z,DIF,GetCustomerData,DH-1005,DH-1000,DDQ,1451
2025-01-01T00:00:00.000Z,DIF,GetTimeseriesData,DH-1002,Other DIF events,DDQ,35172
2025-01-01T00:00:00.000Z,DIF,MSG.PRC,MSG.PRC,Other DIF events,DDQ,2
2025-01-01T00:00:00.000Z,DIF,GetAccountingPointData,DH-1000,DH-1000,DSO,1510
2025-01-01T00:00:00.000Z,DIF,GetCustomerData,DH-1005,DH-1000,DSO,1453
2025-01-01T00:00:00.000Z,DIF,GetTimeseriesData,DH-1002,Other DIF events,DSO,28431
2025-01-01T00:00:00.000Z,DIF,GetAccountingPointData,DH-1000,DH-1000,THP,6682
2025-01-01T00:00:00.000Z,DIF,GetAuthorisationData,DH-1003,DH-1000,THP,468
2025-01-01T00:00:00.000Z,DIF,GetCustomerData,DH-1005,DH-1000,THP,14267
2025-01-01T00:00:00.000Z,DIF,GetTimeseriesData,DH-1002,Other DIF events,THP,59827
2025-01-01T00:00:00.000Z,DIF,MSG.PRC,MSG.PRC,Other DIF events,THP,1
2025-01-01T00:00:00.000Z,GUI,Process Message,List Sales Agreement,Other GUI events,DDQ,2
2025-01-01T00:00:00.000Z,GUI,Process Message,Retrieve Accounting Point,Other GUI events,DDQ,1
2025-01-01T00:00:00.000Z,GUI,Process Message,Retrieve Sales Agreement,Other GUI events,DDQ,2
2025-01-01T00:00:00.000Z,GUI,Process Message,Search Accounting Point,Other GUI events,DDQ,22
2025-01-01T00:00:00.000Z,GUI,Process Message,ETS.LST.GUI,Other GUI events,DSO,2
2025-01-01T00:00:00.000Z,GUI,Process Message,List Exchange Point,Other GUI events,DSO,1
2025-01-01T00:00:00.000Z,GUI,Process Message,Retrieve Exchange Point,Other GUI events,DSO,1
2025-01-01T00:00:00.000Z,GUI,Process Message,Retrieve Time Series,Other GUI events,DSO,1
2025-01-02T00:00:00.000Z,B2B,E58,DH-124-1,DH-100,DDQ,5
2025-01-02T00:00:00.000Z,B2B,F01,DH-111-1,DH-100,DDQ,5812
2025-01-02T00:00:00.000Z,B2B,F02,DH-131-1,DH-100,DDQ,45953
2025-01-02T00:00:00.000Z,B2B,F03,DH-132-1,DH-100,DDQ,11064
2025-01-02T00:00:00.000Z,B2B,F04,DH-311-1,DH-300,DDQ,6010
2025-01-02T00:00:00.000Z,B2B,F04,DH-321-1,DH-300,DDQ,8484
2025-01-02T00:00:00.000Z,B2B,F04,DH-331-1,DH-300,DDQ,50
2025-01-02T00:00:00.000Z,B2B,F06,DH-331-1,DH-300,DDQ,1529
2025-01-02T00:00:00.000Z,B2B,F06,DH-332-1,DH-300,DDQ,10
2025-01-02T00:00:00.000Z,B2B,F06,DH-343-1,DH-300,DDQ,1
2025-01-02T00:00:00.000Z,B2B,F06,DH-351-1,DH-300,DDQ,72
2025-01-02T00:00:00.000Z,B2B,F08,DH-22x,Other B2B events,DDQ,2408
2025-01-02T00:00:00.000Z,B2B,F09,DH-411-1,DH-400,DDQ,88
2025-01-02T00:00:00.000Z,B2B,F09,DH-421-1,DH-400,DDQ,82
2025-01-02T00:00:00.000Z,B2B,F09,DH-424-1,DH-400,DDQ,39
2025-01-02T00:00:00.000Z,B2B,F12,DH-721-1,DH-700,DDQ,543
2025-01-02T00:00:00.000Z,B2B,F18,DH-341-1,DH-300,DDQ,373
2025-01-02T00:00:00.000Z,B2B,MSG.PRC,MSG.PRC,Other B2B events,DDQ,21
2025-01-02T00:00:00.000Z,B2B,MSG.UNK,MSG.UNK,Other B2B events,DDQ,31
2025-01-02T00:00:00.000Z,B2B,E58,DH-121,DH-100,DSO,43
2025-01-02T00:00:00.000Z,B2B,E58,DH-122-1,DH-100,DSO,32857
2025-01-02T00:00:00.000Z,B2B,E58,DH-125-1,DH-100,DSO,332
2025-01-02T00:00:00.000Z,B2B,E58,DH-126-1,DH-100,DSO,9
2025-01-02T00:00:00.000Z,B2B,E58,DH-127-1,DH-100,DSO,5
2025-01-02T00:00:00.000Z,B2B,E66,DH-211,DH-200,DSO,48076
2025-01-02T00:00:00.000Z,B2B,F01,DH-112-1,DH-100,DSO,1651
2025-01-02T00:00:00.000Z,B2B,F03,DH-134-1,DH-100,DSO,118
2025-01-02T00:00:00.000Z,B2B,F04,DH-312-1,DH-300,DSO,3734
2025-01-02T00:00:00.000Z,B2B,F04,DH-322-1,DH-300,DSO,8551
2025-01-02T00:00:00.000Z,B2B,F06,DH-333-1,DH-300,DSO,1550
2025-01-02T00:00:00.000Z,B2B,F06,DH-352-1,DH-300,DSO,63
2025-01-02T00:00:00.000Z,B2B,F08,DH-22x,Other B2B events,DSO,149
2025-01-02T00:00:00.000Z,B2B,F09,DH-412-1,DH-400,DSO,1509
2025-01-02T00:00:00.000Z,B2B,F09,DH-413-1,DH-400,DSO,2
2025-01-02T00:00:00.000Z,B2B,F09,DH-422-1,DH-400,DSO,4643
2025-01-02T00:00:00.000Z,B2B,F09,DH-423-1,DH-400,DSO,16
2025-01-02T00:00:00.000Z,B2B,F10,DH-522,DH-500,DSO,1
2025-01-02T00:00:00.000Z,B2B,F18,DH-342-1,DH-300,DSO,229
2025-01-02T00:00:00.000Z,B2B,MSG.PRC,MSG.PRC,Other B2B events,DSO,17
2025-01-02T00:00:00.000Z,B2B,MSG.SND,MSG.SND,Other B2B events,DSO,1
2025-01-02T00:00:00.000Z,B2B,MSG.UNK,MSG.UNK,Other B2B events,DSO,2
2025-01-02T00:00:00.000Z,B2B,F02,DH-131-1,DH-100,THP,125
2025-01-02T00:00:00.000Z,B2B,F02,DH-22x,Other B2B events,THP,507
2025-01-02T00:00:00.000Z,B2B,F02,DH-812,DH-800,THP,684
2025-01-02T00:00:00.000Z,B2B,F03,DH-135-1,DH-100,THP,906
2025-01-02T00:00:00.000Z,B2B,F08,DH-22x,Other B2B events,THP,863
2025-01-02T00:00:00.000Z,B2B,F08,DH-812,DH-800,THP,956
2025-01-02T00:00:00.000Z,B2B,F15,DH-812,DH-800,THP,397
2025-01-02T00:00:00.000Z,CAP,CustomerAccessRequest,CAP.CUS.PVC,Customer Access Portal,CAP,1
2025-01-02T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve AccountingPoints,Customer Access Portal,CAP,5769
2025-01-02T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve Agreement Mutations,Customer Access Portal,CAP,166
2025-01-02T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve Agreements,Customer Access Portal,CAP,3413
2025-01-02T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve Authorisation Mutations,Customer Access Portal,CAP,9
2025-01-02T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve Configuration Parameters,Customer Access Portal,CAP,3117
2025-01-02T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve Customer Mutations,Customer Access Portal,CAP,74
2025-01-02T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve Customers,Customer Access Portal,CAP,3359
2025-01-02T00:00:00.000Z,CAP,CustomerAccessRequest,Retrieve Organisations,Customer Access Portal,CAP,1746
2025-01-02T00:00:00.000Z,CAP,CustomerAccessRequest,RetrieveAuthorisationData,Customer Access Portal,CAP,1852
2025-01-02T00:00:00.000Z,CAP,CustomerAccessRequest,RetrieveTimeSeriesData,Customer Access Portal,CAP,6962
2025-01-02T00:00:00.000Z,CAP,F15,CAP.AUT.CRE.CUS,Customer Access Portal,CAP,232
2025-01-02T00:00:00.000Z,DIF,GetAccountingPointData,DH-1000,DH-1000,DDQ,4096
2025-01-02T00:00:00.000Z,DIF,GetContractData,DH-1001,DH-1000,DDQ,54
2025-01-02T00:00:00.000Z,DIF,GetCustomerData,DH-1005,DH-1000,DDQ,1888
2025-01-02T00:00:00.000Z,DIF,GetTimeseriesData,DH-1002,Other DIF events,DDQ,45358
2025-01-02T00:00:00.000Z,DIF,MSG.PRC,MSG.PRC,Other DIF events,DDQ,4
2025-01-02T00:00:00.000Z,DIF,GetAccountingPointData,DH-1000,DH-1000,DSO,3193
2025-01-02T00:00:00.000Z,DIF,GetCustomerData,DH-1005,DH-1000,DSO,2307
2025-01-02T00:00:00.000Z,DIF,GetTimeseriesData,DH-1002,Other DIF events,DSO,35187
2025-01-02T00:00:00.000Z,DIF,MSG.PRC,MSG.PRC,Other DIF events,DSO,1
2025-01-02T00:00:00.000Z,DIF,GetAccountingPointData,DH-1000,DH-1000,THP,9375
2025-01-02T00:00:00.000Z,DIF,GetAuthorisationData,DH-1003,DH-1000,THP,1075
2025-01-02T00:00:00.000Z,DIF,GetCustomerData,DH-1005,DH-1000,THP,20932
2025-01-02T00:00:00.000Z,DIF,GetTimeseriesData,DH-1002,Other DIF events,THP,84182
2025-01-02T00:00:00.000Z,GUI,,AGR.RTR.SLS,Other GUI events,DDQ,1
2025-01-02T00:00:00.000Z,GUI,,Search Settlement Runs,Other GUI events,DDQ,39
2025-01-02T00:00:00.000Z,GUI,F01,DH-111-1,DH-100,DDQ,2
2025-01-02T00:00:00.000Z,GUI,F01,Retrieve Customer,Other GUI events,DDQ,2
2025-01-02T00:00:00.000Z,GUI,F04,DH-311-1,DH-300,DDQ,3
2025-01-02T00:00:00.000Z,GUI,F04,DH-311-11,DH-300,DDQ,23
2025-01-02T00:00:00.000Z,GUI,F04,DH-311-14,DH-300,DDQ,16
2025-01-02T00:00:00.000Z,GUI,F04,DH-321-1,DH-300,DDQ,5
2025-01-02T00:00:00.000Z,GUI,F06,DH-331-1,DH-300,DDQ,2
2025-01-02T00:00:00.000Z,GUI,F06,DH-351-1,DH-300,DDQ,2
2025-01-02T00:00:00.000Z,GUI,F15,DH-811,DH-800,DDQ,3
2025-01-02T00:00:00.000Z,GUI,PeekMessageRequest,PeekMessage,Other GUI events,DDQ,12
2025-01-02T00:00:00.000Z,GUI,Process Message,Create Portal User Identity,Other GUI events,DDQ,14
2025-01-02T00:00:00.000Z,GUI,Process Message,Create Scheduled Job Template Agreement Customer Relations Control Report,Other GUI events,DDQ,1
2025-01-02T00:00:00.000Z,GUI,Process Message,Create Scheduled Job Template Agreement and Invoice Address Control Report,Other GUI events,DDQ,1
2025-01-02T00:00:00.000Z,GUI,Process Message,Create Scheduled Job Template Balance Data Validity Control Report,Other GUI events,DDQ,2
2025-01-02T00:00:00.000Z,GUI,Process Message,Create Scheduled Job Template Customer Control Report,Other GUI events,DDQ,1
2025-01-02T00:00:00.000Z,GUI,Process Message,Create Scheduled Job Template Metering Point Adresses Control Report,Other GUI events,DDQ,1
2025-01-02T00:00:00.000Z,GUI,Process Message,Create Scheduled Job Template Metering Point Control Report,Other GUI events,DDQ,1
2025-01-02T00:00:00.000Z,GUI,Process Message,Create Scheduled Job Template Settlement Control Report,Other GUI events,DDQ,1
2025-01-02T00:00:00.000Z,GUI,Process Message,Create Scheduled Job Template balance settlement connections Control Report,Other GUI events,DDQ,1
2025-01-02T00:00:00.000Z,GUI,Process Message,CreateOrganisationUser,Other GUI events,DDQ,14
2025-01-02T00:00:00.000Z,GUI,Process Message,Delete Portal User Identity,Other GUI events,DDQ,1
2025-01-02T00:00:00.000Z,GUI,Process Message,DeleteOrganisationUser,Other GUI events,DDQ,4
2025-01-02T00:00:00.000Z,GUI,Process Message,ETS.LST.GUI,Other GUI events,DDQ,193
2025-01-02T00:00:00.000Z,GUI,Process Message,List Customer,Other GUI events,DDQ,27
2025-01-02T00:00:00.000Z,GUI,Process Message,List Metering Grid Area,Other GUI events,DDQ,5
2025-01-02T00:00:00.000Z,GUI,Process Message,List Organisations,Other GUI events,DDQ,26
2025-01-02T00:00:00.000Z,GUI,Process Message,List Portal User Identities,Other GUI events,DDQ,2
2025-01-02T00:00:00.000Z,GUI,Process Message,List Sales Agreement,Other GUI events,DDQ,471
2025-01-02T00:00:00.000Z,GUI,Process Message,List System User Identities,Other GUI events,DDQ,1
2025-01-02T00:00:00.000Z,GUI,Process Message,List report runs,Other GUI events,DDQ,5
2025-01-02T00:00:00.000Z,GUI,Process Message,ListOrganisationUser,Other GUI events,DDQ,11
2025-01-02T00:00:00.000Z,GUI,Process Message,Retrieve Accounting Point,Other GUI events,DDQ,831
2025-01-02T00:00:00.000Z,GUI,Process Message,Retrieve Customer,Other GUI events,DDQ,11
2025-01-02T00:00:00.000Z,GUI,Process Message,Retrieve Customer Information,Other GUI events,DDQ,10
2025-01-02T00:00:00.000Z,GUI,Process Message,Retrieve LOT view info,Other GUI events,DDQ,55
2025-01-02T00:00:00.000Z,GUI,Process Message,Retrieve Metering Grid Area,Other GUI events,DDQ,4
2025-01-02T00:00:00.000Z,GUI,Process Message,Retrieve Organisation,Other GUI events,DDQ,13
2025-01-02T00:00:00.000Z,GUI,Process Message,Retrieve Organisation Address,Other GUI events,DDQ,1
2025-01-02T00:00:00.000Z,GUI,Process Message,Retrieve Personal Info,Other GUI events,DDQ,2
2025-01-02T00:00:00.000Z,GUI,Process Message,Retrieve Portal User Identity,Other GUI events,DDQ,17
2025-01-02T00:00:00.000Z,GUI,Process Message,Retrieve Report Run,Other GUI events,DDQ,7
2025-01-02T00:00:00.000Z,GUI,Process Message,Retrieve Sales Agreement,Other GUI events,DDQ,224
2025-01-02T00:00:00.000Z,GUI,Process Message,Retrieve Time Series,Other GUI events,DDQ,86
2025-01-02T00:00:00.000Z,GUI,Process Message,RetrieveOrganisationUser,Other GUI events,DDQ,24
2025-01-02T00:00:00.000Z,GUI,Process Message,Search Accounting Point,Other GUI events,DDQ,3396
2025-01-02T00:00:00.000Z,GUI,Process Message,Update Personal Info,Other GUI events,DDQ,1
2025-01-02T00:00:00.000Z,GUI,Process Message,View Accounting Point,Other GUI events,DDQ,3
2025-01-02T00:00:00.000Z,GUI,Process Message,View Customer,Other GUI events,DDQ,2
2025-01-02T00:00:00.000Z,GUI,Process Message,View Sales Agreement,Other GUI events,DDQ,88
2025-01-02T00:00:00.000Z,GUI,Retrieve BTD Message,BTD.RSM,Other GUI events,DDQ,3
2025-01-02T00:00:00.000Z,GUI,,Search Settlement Runs,Other GUI events,DSO,5
2025-01-02T00:00:00.000Z,GUI,E58,DH-122-1,DH-100,DSO,31
2025-01-02T00:00:00.000Z,GUI,E58,DH-125-1,DH-100,DSO,3
2025-01-02T00:00:00.000Z,GUI,E58,Retrieve Metering Point,Other GUI events,DSO,16
2025-01-02T00:00:00.000Z,GUI,F04,AGR.CNF.GRD,Other GUI events,DSO,6
2025-01-02T00:00:00.000Z,GUI,F04,DH-322-1,DH-300,DSO,3
2025-01-02T00:00:00.000Z,GUI,F06,DH-333-1,DH-300,DSO,11
2025-01-02T00:00:00.000Z,GUI,F06,DH-352-1,DH-300,DSO,1
2025-01-02T00:00:00.000Z,GUI,F09,DH-412-1,DH-400,DSO,15
2025-01-02T00:00:00.000Z,GUI,F09,DH-413-1,DH-400,DSO,1
2025-01-02T00:00:00.000Z,GUI,F09,DH-422-1,DH-400,DSO,10
2025-01-02T00:00:00.000Z,GUI,F11,DH-712,DH-700,DSO,3
2025-01-02T00:00:00.000Z,GUI,F11,DH-718,DH-700,DSO,1
2025-01-02T00:00:00.000Z,GUI,F18,DH-342-1,DH-300,DSO,20
2025-01-02T00:00:00.000Z,GUI,F22,DH-714-1,DH-700,DSO,52
2025-01-02T00:00:00.000Z,GUI,Process Message,AGR.CRE.EXP.REQ,Other GUI events,DSO,47
2025-01-02T00:00:00.000Z,GUI,Process Message,AGR.UPD.EXP.REQ,Other GUI events,DSO,1
2025-01-02T00:00:00.000Z,GUI,Process Message,Create Scheduled Job Template Agreement and Invoice Address Control Report,Other GUI events,DSO,1
2025-01-02T00:00:00.000Z,GUI,Process Message,Create Scheduled Job Template Imbalance Settlement Metering Grid Areas Control Report,Other GUI events,DSO,1
2025-01-02T00:00:00.000Z,GUI,Process Message,Create Scheduled Job Template Imbalance Settlement Metering Points Control Report,Other GUI events,DSO,1
2025-01-02T00:00:00.000Z,GUI,Process Message,Create Scheduled Job Template Metering Point Adresses Control Report,Other GUI events,DSO,3
2025-01-02T00:00:00.000Z,GUI,Process Message,Create Scheduled Job Template Metering Point Control Report,Other GUI events,DSO,8
2025-01-02T00:00:00.000Z,GUI,Process Message,Create Scheduled Job Template Metering Point Devices  Control Report,Other GUI events,DSO,2
2025-01-02T00:00:00.000Z,GUI,Process Message,Create Scheduled Job Template balance settlement connections Control Report,Other GUI events,DSO,1
2025-01-02T00:00:00.000Z,GUI,Process Message,CreateOrganisationUser,Other GUI events,DSO,14
2025-01-02T00:00:00.000Z,GUI,Process Message,DeleteOrganisationUser,Other GUI events,DSO,1
2025-01-02T00:00:00.000Z,GUI,Process Message,ETS.LST.GUI,Other GUI events,DSO,345
2025-01-02T00:00:00.000Z,GUI,Process Message,ETS.OBS.RTR,Other GUI events,DSO,5
2025-01-02T00:00:00.000Z,GUI,Process Message,ETS.SUI,Other GUI events,DSO,1
2025-01-02T00:00:00.000Z,GUI,Process Message,List Customer,Other GUI events,DSO,13
2025-01-02T00:00:00.000Z,GUI,Process Message,List Exchange Point,Other GUI events,DSO,69
2025-01-02T00:00:00.000Z,GUI,Process Message,List Grid Agreement,Other GUI events,DSO,19
2025-01-02T00:00:00.000Z,GUI,Process Message,List Metering Grid Area,Other GUI events,DSO,3
2025-01-02T00:00:00.000Z,GUI,Process Message,List Organisations,Other GUI events,DSO,18
2025-01-02T00:00:00.000Z,GUI,Process Message,List Portal User Identities,Other GUI events,DSO,1
2025-01-02T00:00:00.000Z,GUI,Process Message,List Product,Other GUI events,DSO,8
2025-01-02T00:00:00.000Z,GUI,Process Message,List Production Unit,Other GUI events,DSO,2
2025-01-02T00:00:00.000Z,GUI,Process Message,List System User Identities,Other GUI events,DSO,1
2025-01-02T00:00:00.000Z,GUI,Process Message,List report runs,Other GUI events,DSO,41
2025-01-02T00:00:00.000Z,GUI,Process Message,ListBusinessMessages,Other GUI events,DSO,34
2025-01-02T00:00:00.000Z,GUI,Process Message,ListOrganisationUser,Other GUI events,DSO,4
2025-01-02T00:00:00.000Z,GUI,Process Message,PCP.RTR,Other GUI events,DSO,56
2025-01-02T00:00:00.000Z,GUI,Process Message,Retrieve Accounting Point,Other GUI events,DSO,873
2025-01-02T00:00:00.000Z,GUI,Process Message,Retrieve Customer,Other GUI events,DSO,8
2025-01-02T00:00:00.000Z,GUI,Process Message,Retrieve Customer Information,Other GUI events,DSO,8
2025-01-02T00:00:00.000Z,GUI,Process Message,Retrieve Exchange Point,Other GUI events,DSO,117
2025-01-02T00:00:00.000Z,GUI,Process Message,Retrieve Grid Agreement,Other GUI events,DSO,55
2025-01-02T00:00:00.000Z,GUI,Process Message,Retrieve Grid Agreement History,Other GUI events,DSO,1
2025-01-02T00:00:00.000Z,GUI,Process Message,Retrieve LOT view info,Other GUI events,DSO,45
2025-01-02T00:00:00.000Z,GUI,Process Message,Retrieve Metering Grid Area,Other GUI events,DSO,2
2025-01-02T00:00:00.000Z,GUI,Process Message,Retrieve Metering Point,Other GUI events,DSO,26
